bob
caseNumber,groupName,identityName,class,placeOfRescue,zoneName,zoneName2,dateAdded,rescueNotes,facility,dateOfAdmission,timeOfAdmission,food,housing,medicalCare,proposedResolution,otherResolution,ageYears,ageMonths,stage,weight,length,height,dateOfExamination,modeOfRestraint,temperature,heartRate,pulse,resperation,observationNotes,outcomeNotes,createdBy,lastUpdatedAt,lastUpdatedBy
17bf6643-37b2-479c-9686-ef59c5993c81,Tiger,Owl,Mamalia,Pune,MVS-NB,MVS-EA,Thu Mar 05 2020 16:24:06 GMT+0000 (Greenwich Mean Time),None,Unknown,08-11-2020},06:53},None,,,,,12,10,infant,39kg,56cm,68cm,Sat Nov 16 2019 02:31:37 GMT+0000 (Greenwich Mean Time),None,None,97,Yes,None,None,None,,Sat Mar 09 2019 05:56:54 GMT+0000 (Greenwich Mean Time),
f0ffc0f2-ecc7-4827-a7a0-138c5be6430a,Owl,Monkey,Aves,Bengal,MVS-NB,MVS-NB,Tue Jul 19 2016 04:32:38 GMT+0100 (British Summer Time),None,Unknown,22-12-2019},18:29},None,,,,,14,2,subadult,126kg,105cm,75cm,Mon Dec 13 2010 04:10:38 GMT+0000 (Greenwich Mean Time),None,None,144,Yes,None,None,None,,Fri Dec 16 2016 01:05:47 GMT+0000 (Greenwich Mean Time),
0304c49f-dc5b-49db-a22f-073170f2bfa3,Turtle,Tiger,Reptilia,Hydrabad,MVS-EA,MVS-NB,Thu Nov 14 2019 08:10:37 GMT+0000 (Greenwich Mean Time),None,Unknown,10-10-2017},14:41},None,,,,,10,1,infant,37kg,208cm,52cm,Sun Sep 09 2012 23:07:12 GMT+0100 (British Summer Time),None,None,98,Yes,None,None,None,,Thu Jun 24 2010 05:01:43 GMT+0100 (British Summer Time),
772fc009-46d2-4414-82a9-89174bef385c,Eagle,Tiger,Mamalia,Chenai,MVS-CA,MVS-CA,Fri Jan 29 2021 21:50:23 GMT+0000 (Greenwich Mean Time),None,Unknown,09-05-2012},05:23},None,,,,,7,2,neonate,61kg,264cm,109cm,Thu Feb 13 2014 05:17:10 GMT+0000 (Greenwich Mean Time),None,None,63,Yes,None,None,None,,Thu Oct 12 2017 23:24:56 GMT+0100 (British Summer Time),
96ddd2d4-230b-40b1-9de1-f94678ece009,Eagle,Turtle,Reptilia,Chenai,MVS-CA,MVS-CA,Wed Apr 23 2014 05:53:44 GMT+0100 (British Summer Time),None,Unknown,04-05-2010},14:11},None,,,,,10,7,neonate,90kg,155cm,90cm,Tue Jan 17 2017 13:28:46 GMT+0000 (Greenwich Mean Time),None,None,137,Yes,None,None,None,,Sun May 15 2011 01:58:33 GMT+0100 (British Summer Time),
029fc43b-d13d-4640-bf02-c936066663d5,Deer,Deer,Reptilia,Bombay,MVS-NB,MVS-CA,Tue Oct 25 2016 00:09:53 GMT+0100 (British Summer Time),None,Unknown,15-10-2010},01:43},None,,,,,2,5,subadult,130kg,240cm,104cm,Mon Oct 15 2018 21:59:15 GMT+0100 (British Summer Time),None,None,141,Yes,None,None,None,,Wed Oct 16 2019 19:50:00 GMT+0100 (British Summer Time),
5a25117d-8919-492a-bcab-e01ae2036dcd,Turtle,Reptile,Mamalia,Pune,MVS-CA,MVS-NB,Thu Oct 18 2018 03:20:42 GMT+0100 (British Summer Time),None,Unknown,05-10-2015},01:36},None,,,,,4,2,infant,27kg,140cm,105cm,Sat Jan 09 2021 22:17:41 GMT+0000 (Greenwich Mean Time),None,None,70,Yes,None,None,None,,Tue Dec 18 2018 12:26:55 GMT+0000 (Greenwich Mean Time),
5f342355-4f10-47b0-a99a-369311f8c1aa,Reptile,Tiger,Aves,Bombay,MVS-CA,MVS-EA,Fri Feb 10 2017 18:37:15 GMT+0000 (Greenwich Mean Time),None,Unknown,23-06-2014},04:52},None,,,,,5,10,adult,150kg,196cm,38cm,Tue Sep 28 2010 14:43:07 GMT+0100 (British Summer Time),None,None,146,Yes,None,None,None,,Mon Jun 18 2012 14:25:35 GMT+0100 (British Summer Time),
921a3d5f-679f-4bb8-a238-6f449aa0d487,Reptile,Monkey,Reptilia,Chenai,MVS-NB,MVS-CA,Tue May 06 2014 03:55:50 GMT+0100 (British Summer Time),None,Unknown,26-04-2021},11:33},None,,,,,3,4,infant,128kg,77cm,120cm,Thu Dec 10 2020 08:06:57 GMT+0000 (Greenwich Mean Time),None,None,112,Yes,None,None,None,,Sat Feb 24 2018 15:37:07 GMT+0000 (Greenwich Mean Time),
d0e724d2-38ba-453c-b0ad-1db09af42325,Elephant,Deer,Mamalia,Bengal,MVS-CA,MVS-NB,Fri Dec 28 2012 06:02:03 GMT+0000 (Greenwich Mean Time),None,Unknown,28-12-2014},08:42},None,,,,,6,3,infant,120kg,241cm,124cm,Thu Jan 07 2016 09:43:05 GMT+0000 (Greenwich Mean Time),None,None,147,Yes,None,None,None,,Wed Apr 27 2011 16:54:02 GMT+0100 (British Summer Time),
adfb4833-ebbc-406d-ad65-501e233700ff,Deer,Monkey,Mamalia,Hydrabad,MVS-NB,MVS-CA,Thu Aug 16 2018 16:31:42 GMT+0100 (British Summer Time),None,Unknown,07-10-2018},05:31},None,,,,,6,11,adult,101kg,245cm,87cm,Sat Apr 19 2014 05:25:14 GMT+0100 (British Summer Time),None,None,56,Yes,None,None,None,,Mon Dec 16 2019 03:58:23 GMT+0000 (Greenwich Mean Time),
e6b5a03c-e392-43e8-8566-2cc86598a83c,Owl,Turtle,Mamalia,Chenai,MVS-CA,MVS-EA,Tue Jun 26 2012 12:35:52 GMT+0100 (British Summer Time),None,Unknown,19-10-2012},19:10},None,,,,,4,1,neonate,96kg,299cm,119cm,Sat Feb 24 2018 09:56:03 GMT+0000 (Greenwich Mean Time),None,None,80,Yes,None,None,None,,Wed Jun 13 2012 10:25:05 GMT+0100 (British Summer Time),
8079b0e5-047b-489d-8a45-bec647fc8525,Reptile,Turtle,Reptilia,Bengal,MVS-NB,MVS-EA,Tue Apr 20 2021 01:24:24 GMT+0100 (British Summer Time),None,Unknown,01-12-2016},15:14},None,,,,,10,9,adult,130kg,209cm,103cm,Sun Feb 02 2014 05:19:33 GMT+0000 (Greenwich Mean Time),None,None,58,Yes,None,None,None,,Sun Mar 22 2015 21:15:44 GMT+0000 (Greenwich Mean Time),
6a127ad3-bab0-4cc6-9308-a0c57580afc1,Deer,Elephant,Mamalia,Pune,MVS-EA,MVS-EA,Thu Jan 21 2010 01:35:58 GMT+0000 (Greenwich Mean Time),None,Unknown,24-06-2017},22:35},None,,,,,5,4,subadult,139kg,106cm,72cm,Sat Jul 08 2017 00:23:13 GMT+0100 (British Summer Time),None,None,102,Yes,None,None,None,,Tue Dec 30 2014 20:42:39 GMT+0000 (Greenwich Mean Time),
c1b852f2-8d3a-4917-98ad-7176ad6911f3,Deer,Eagle,Mamalia,Delhi,MVS-EA,MVS-EA,Thu Sep 20 2012 13:04:22 GMT+0100 (British Summer Time),None,Unknown,01-02-2015},05:12},None,,,,,15,7,adult,77kg,281cm,90cm,Tue Mar 29 2016 07:41:29 GMT+0100 (British Summer Time),None,None,64,Yes,None,None,None,,Mon May 01 2017 21:27:18 GMT+0100 (British Summer Time),
01aa70fd-e607-4356-b240-243b89ed7605,Turtle,Owl,Mamalia,Delhi,MVS-CA,MVS-CA,Wed Jul 25 2012 18:21:51 GMT+0100 (British Summer Time),None,Unknown,13-07-2020},19:31},None,,,,,8,3,adult,98kg,224cm,55cm,Thu Jun 10 2010 20:16:06 GMT+0100 (British Summer Time),None,None,59,Yes,None,None,None,,Sat May 28 2011 10:39:22 GMT+0100 (British Summer Time),
2cf61c72-1a84-4c8a-bf6b-277f9abe2ee3,Owl,Turtle,Mamalia,Chenai,MVS-NB,MVS-EA,Thu Feb 18 2021 01:39:04 GMT+0000 (Greenwich Mean Time),None,Unknown,15-07-2015},02:08},None,,,,,6,10,adult,41kg,53cm,149cm,Mon Jan 30 2017 03:20:13 GMT+0000 (Greenwich Mean Time),None,None,134,Yes,None,None,None,,Thu Dec 22 2016 01:14:09 GMT+0000 (Greenwich Mean Time),
f6fe86d9-3496-46ea-bd3b-b482766d4cf8,Owl,Deer,Aves,Delhi,MVS-CA,MVS-EA,Tue Aug 16 2011 08:09:01 GMT+0100 (British Summer Time),None,Unknown,11-11-2013},22:50},None,,,,,13,5,neonate,51kg,203cm,103cm,Sun Jun 01 2014 03:37:15 GMT+0100 (British Summer Time),None,None,62,Yes,None,None,None,,Sun Jan 20 2019 17:12:52 GMT+0000 (Greenwich Mean Time),
14474d9e-d381-4733-be44-117cd79e1e7d,Monkey,Eagle,Reptilia,Delhi,MVS-EA,MVS-NB,Sat Feb 09 2019 14:59:53 GMT+0000 (Greenwich Mean Time),None,Unknown,25-11-2020},22:32},None,,,,,3,5,neonate,78kg,192cm,55cm,Wed Jun 22 2011 20:38:43 GMT+0100 (British Summer Time),None,None,62,Yes,None,None,None,,Sat Dec 21 2019 13:30:33 GMT+0000 (Greenwich Mean Time),
4634fb8b-311f-4386-933a-0d3ff86888f4,Elephant,Owl,Reptilia,Bombay,MVS-NB,MVS-EA,Sat Mar 15 2014 05:47:56 GMT+0000 (Greenwich Mean Time),None,Unknown,04-12-2016},16:04},None,,,,,7,9,adult,37kg,209cm,84cm,Sun Apr 08 2018 18:23:00 GMT+0100 (British Summer Time),None,None,148,Yes,None,None,None,,Mon Sep 18 2017 02:33:04 GMT+0100 (British Summer Time),
2447c40a-8fa7-4e9f-91d3-95f4ecd6ca95,Tiger,Eagle,Aves,Bombay,MVS-CA,MVS-CA,Wed Jan 02 2019 08:41:33 GMT+0000 (Greenwich Mean Time),None,Unknown,04-04-2021},17:49},None,,,,,13,2,adult,97kg,219cm,150cm,Thu Jan 17 2019 22:04:09 GMT+0000 (Greenwich Mean Time),None,None,82,Yes,None,None,None,,Thu May 26 2016 09:09:44 GMT+0100 (British Summer Time),
f1476407-2f46-424c-80b8-3b274cfa1b21,Eagle,Elephant,Reptilia,Bombay,MVS-NB,MVS-NB,Sat May 22 2010 14:54:13 GMT+0100 (British Summer Time),None,Unknown,04-06-2014},03:24},None,,,,,11,9,subadult,73kg,91cm,54cm,Wed Oct 23 2013 07:58:23 GMT+0100 (British Summer Time),None,None,84,Yes,None,None,None,,Wed May 21 2014 11:44:40 GMT+0100 (British Summer Time),
d4259320-3c69-4449-a715-2bd96215f8e2,Turtle,Monkey,Aves,Hydrabad,MVS-CA,MVS-NB,Fri Nov 23 2012 11:31:36 GMT+0000 (Greenwich Mean Time),None,Unknown,26-11-2010},01:05},None,,,,,7,2,subadult,58kg,87cm,25cm,Sat Nov 06 2010 06:55:23 GMT+0000 (Greenwich Mean Time),None,None,90,Yes,None,None,None,,Wed Jan 08 2014 13:24:44 GMT+0000 (Greenwich Mean Time),
0940d974-cf0b-4fa8-95f4-afb5d4a940a3,Reptile,Eagle,Mamalia,Bombay,MVS-CA,MVS-EA,Thu Feb 13 2020 15:43:38 GMT+0000 (Greenwich Mean Time),None,Unknown,20-02-2012},18:27},None,,,,,9,2,infant,111kg,43cm,61cm,Sat Oct 31 2015 00:56:20 GMT+0000 (Greenwich Mean Time),None,None,73,Yes,None,None,None,,Sun Jan 24 2010 13:46:05 GMT+0000 (Greenwich Mean Time),
5fc9db60-eeb5-4f03-af2f-b43ba8151071,Elephant,Tiger,Aves,Bombay,MVS-CA,MVS-NB,Thu Jun 13 2019 14:12:43 GMT+0100 (British Summer Time),None,Unknown,23-10-2018},02:35},None,,,,,2,11,subadult,72kg,29cm,143cm,Tue Mar 26 2019 07:54:40 GMT+0000 (Greenwich Mean Time),None,None,97,Yes,None,None,None,,Tue Jun 21 2016 15:03:09 GMT+0100 (British Summer Time),
c0886704-01f7-41ec-8fcc-85f957c01891,Elephant,Elephant,Reptilia,Chenai,MVS-CA,MVS-NB,Fri Sep 08 2017 22:35:00 GMT+0100 (British Summer Time),None,Unknown,24-07-2016},12:21},None,,,,,5,3,infant,102kg,215cm,132cm,Tue Nov 09 2010 22:07:36 GMT+0000 (Greenwich Mean Time),None,None,59,Yes,None,None,None,,Fri Aug 01 2014 15:17:08 GMT+0100 (British Summer Time),
e57941fc-7c4c-459f-999f-e82f6fe47c7d,Owl,Monkey,Aves,Chenai,MVS-EA,MVS-NB,Wed Oct 05 2016 21:36:43 GMT+0100 (British Summer Time),None,Unknown,04-07-2015},02:20},None,,,,,12,6,adult,92kg,37cm,119cm,Sat Oct 20 2012 02:18:32 GMT+0100 (British Summer Time),None,None,57,Yes,None,None,None,,Thu Jun 11 2015 19:39:08 GMT+0100 (British Summer Time),
3ab92b2f-1801-4730-b708-2ee52a2e19b9,Monkey,Turtle,Reptilia,Bengal,MVS-NB,MVS-EA,Fri Apr 02 2010 11:11:00 GMT+0100 (British Summer Time),None,Unknown,04-06-2014},19:40},None,,,,,8,4,neonate,137kg,40cm,83cm,Sat Apr 15 2017 15:36:00 GMT+0100 (British Summer Time),None,None,107,Yes,None,None,None,,Sun Feb 19 2012 03:53:05 GMT+0000 (Greenwich Mean Time),
c07efec0-fcc6-44fd-8383-7befde65550e,Deer,Monkey,Reptilia,Chenai,MVS-CA,MVS-NB,Fri Sep 02 2016 14:21:12 GMT+0100 (British Summer Time),None,Unknown,24-01-2012},04:07},None,,,,,12,7,neonate,100kg,241cm,90cm,Sun Jan 29 2012 21:07:16 GMT+0000 (Greenwich Mean Time),None,None,62,Yes,None,None,None,,Thu Jul 09 2015 01:52:58 GMT+0100 (British Summer Time),
e119ca6b-4e1e-4bcc-9cc1-849a1dbc86b2,Reptile,Reptile,Aves,Pune,MVS-EA,MVS-NB,Fri Apr 16 2021 18:56:13 GMT+0100 (British Summer Time),None,Unknown,17-08-2010},02:53},None,,,,,12,11,adult,120kg,80cm,95cm,Mon Mar 23 2020 05:25:51 GMT+0000 (Greenwich Mean Time),None,None,84,Yes,None,None,None,,Sat Feb 23 2019 23:53:01 GMT+0000 (Greenwich Mean Time),
7813cb8f-48c0-4eba-a7ef-da0c5730e8ee,Monkey,Turtle,Mamalia,Bombay,MVS-NB,MVS-NB,Fri Feb 05 2010 22:44:56 GMT+0000 (Greenwich Mean Time),None,Unknown,23-07-2012},20:35},None,,,,,11,9,adult,22kg,35cm,52cm,Wed Apr 29 2020 21:07:26 GMT+0100 (British Summer Time),None,None,53,Yes,None,None,None,,Sat Aug 02 2014 09:51:10 GMT+0100 (British Summer Time),
300d022a-c164-4423-a90d-689b72487028,Turtle,Turtle,Reptilia,Chenai,MVS-EA,MVS-EA,Thu Sep 01 2011 08:20:15 GMT+0100 (British Summer Time),None,Unknown,26-10-2017},04:06},None,,,,,11,9,infant,73kg,180cm,74cm,Tue Mar 01 2011 23:09:04 GMT+0000 (Greenwich Mean Time),None,None,147,Yes,None,None,None,,Fri Feb 14 2014 12:33:12 GMT+0000 (Greenwich Mean Time),
01b1e142-e7cf-4b52-8b63-eb12a97e1478,Eagle,Owl,Mamalia,Pune,MVS-EA,MVS-EA,Sat Sep 07 2013 04:27:12 GMT+0100 (British Summer Time),None,Unknown,20-04-2020},10:46},None,,,,,5,2,neonate,149kg,287cm,42cm,Fri Jun 13 2014 07:37:58 GMT+0100 (British Summer Time),None,None,61,Yes,None,None,None,,Sun Dec 12 2010 18:22:48 GMT+0000 (Greenwich Mean Time),
a114ca73-ec8f-4689-8b9e-f2cbfe04327b,Turtle,Elephant,Mamalia,Pune,MVS-CA,MVS-NB,Tue Jul 21 2015 07:22:24 GMT+0100 (British Summer Time),None,Unknown,30-01-2010},19:45},None,,,,,9,11,adult,65kg,82cm,58cm,Fri Aug 07 2015 22:10:51 GMT+0100 (British Summer Time),None,None,83,Yes,None,None,None,,Sun Jul 07 2019 05:11:09 GMT+0100 (British Summer Time),
6184b8c3-57a5-4580-9e60-0910dee9d4df,Reptile,Elephant,Mamalia,Chenai,MVS-NB,MVS-EA,Fri Aug 27 2010 16:56:17 GMT+0100 (British Summer Time),None,Unknown,19-03-2016},23:03},None,,,,,14,5,neonate,109kg,186cm,67cm,Tue Aug 04 2015 02:22:57 GMT+0100 (British Summer Time),None,None,115,Yes,None,None,None,,Tue Jan 15 2013 15:17:10 GMT+0000 (Greenwich Mean Time),
eca85e75-f722-496e-8be5-236783e76244,Turtle,Elephant,Reptilia,Bengal,MVS-NB,MVS-CA,Wed May 28 2014 18:48:28 GMT+0100 (British Summer Time),None,Unknown,18-08-2010},22:33},None,,,,,4,5,neonate,112kg,280cm,25cm,Tue Jul 16 2019 19:11:53 GMT+0100 (British Summer Time),None,None,106,Yes,None,None,None,,Sun Dec 29 2013 19:27:31 GMT+0000 (Greenwich Mean Time),
021dd3da-3e56-46df-82be-a2c59669c4f5,Eagle,Reptile,Reptilia,Hydrabad,MVS-EA,MVS-CA,Sun Apr 22 2018 18:36:08 GMT+0100 (British Summer Time),None,Unknown,28-03-2015},05:42},None,,,,,6,6,neonate,124kg,47cm,121cm,Thu Sep 03 2020 04:52:06 GMT+0100 (British Summer Time),None,None,89,Yes,None,None,None,,Mon Aug 12 2019 07:31:56 GMT+0100 (British Summer Time),
fd9f640f-e5b3-4d09-8478-c24f131c477a,Elephant,Owl,Reptilia,Chenai,MVS-CA,MVS-CA,Thu Nov 28 2013 02:57:55 GMT+0000 (Greenwich Mean Time),None,Unknown,30-04-2013},14:37},None,,,,,9,8,neonate,100kg,265cm,25cm,Sun Feb 07 2010 12:06:49 GMT+0000 (Greenwich Mean Time),None,None,141,Yes,None,None,None,,Wed Jul 03 2013 17:03:57 GMT+0100 (British Summer Time),
9bec901f-05ad-4729-b5bc-716eb0ef1386,Turtle,Reptile,Aves,Bengal,MVS-EA,MVS-EA,Mon Feb 22 2010 21:56:10 GMT+0000 (Greenwich Mean Time),None,Unknown,04-01-2012},15:53},None,,,,,6,6,neonate,144kg,244cm,146cm,Sun Feb 25 2018 05:47:11 GMT+0000 (Greenwich Mean Time),None,None,96,Yes,None,None,None,,Mon Jul 14 2014 09:32:17 GMT+0100 (British Summer Time),
527f160d-4dae-49b5-9108-0f51dd326831,Eagle,Monkey,Reptilia,Delhi,MVS-CA,MVS-EA,Thu Jul 21 2011 05:45:05 GMT+0100 (British Summer Time),None,Unknown,17-01-2010},10:05},None,,,,,14,8,subadult,29kg,76cm,25cm,Sun Aug 28 2011 00:50:21 GMT+0100 (British Summer Time),None,None,91,Yes,None,None,None,,Sun Nov 22 2015 23:02:18 GMT+0000 (Greenwich Mean Time),
8247d17c-8be3-4a87-94f5-1d61dd92e8d2,Elephant,Reptile,Mamalia,Bengal,MVS-EA,MVS-NB,Fri Apr 13 2018 21:53:59 GMT+0100 (British Summer Time),None,Unknown,29-08-2016},04:37},None,,,,,15,4,infant,150kg,206cm,107cm,Sun Mar 28 2010 10:01:50 GMT+0100 (British Summer Time),None,None,76,Yes,None,None,None,,Fri Mar 06 2015 09:36:36 GMT+0000 (Greenwich Mean Time),
8c67e735-478b-4211-a31a-594810d4aae3,Tiger,Turtle,Mamalia,Bombay,MVS-CA,MVS-CA,Wed Apr 03 2013 20:37:19 GMT+0100 (British Summer Time),None,Unknown,27-03-2011},15:51},None,,,,,14,4,infant,112kg,84cm,147cm,Wed Dec 26 2018 10:40:57 GMT+0000 (Greenwich Mean Time),None,None,145,Yes,None,None,None,,Sun Oct 23 2011 06:58:58 GMT+0100 (British Summer Time),
c09a9508-ae7f-47c8-8232-6ceb8cf3bfec,Turtle,Eagle,Aves,Hydrabad,MVS-CA,MVS-CA,Mon Jul 25 2016 20:31:36 GMT+0100 (British Summer Time),None,Unknown,23-12-2017},02:16},None,,,,,3,11,subadult,96kg,125cm,134cm,Tue Dec 13 2016 21:32:21 GMT+0000 (Greenwich Mean Time),None,None,71,Yes,None,None,None,,Thu Nov 13 2014 02:37:55 GMT+0000 (Greenwich Mean Time),
15c5aa32-cc64-4c75-8c62-72904bbced32,Turtle,Eagle,Reptilia,Delhi,MVS-CA,MVS-NB,Sat Mar 15 2014 00:16:12 GMT+0000 (Greenwich Mean Time),None,Unknown,13-08-2016},22:12},None,,,,,14,8,infant,110kg,246cm,52cm,Thu Aug 19 2010 07:31:29 GMT+0100 (British Summer Time),None,None,76,Yes,None,None,None,,Sun May 17 2015 08:35:22 GMT+0100 (British Summer Time),
781d6f27-050e-4203-9f15-26353e0774c2,Reptile,Owl,Mamalia,Bengal,MVS-NB,MVS-EA,Fri Jun 23 2017 03:59:31 GMT+0100 (British Summer Time),None,Unknown,21-07-2019},16:14},None,,,,,5,6,adult,29kg,71cm,97cm,Sun Feb 24 2019 05:31:41 GMT+0000 (Greenwich Mean Time),None,None,105,Yes,None,None,None,,Mon Jan 27 2014 05:03:28 GMT+0000 (Greenwich Mean Time),
9298de1a-be5b-4a14-a1c4-39e133ca78d0,Monkey,Turtle,Mamalia,Chenai,MVS-EA,MVS-EA,Sun Jul 14 2013 20:41:04 GMT+0100 (British Summer Time),None,Unknown,23-02-2014},20:31},None,,,,,15,1,subadult,118kg,193cm,22cm,Sun Apr 25 2010 11:34:23 GMT+0100 (British Summer Time),None,None,68,Yes,None,None,None,,Thu May 05 2011 03:39:05 GMT+0100 (British Summer Time),
902ef1ca-760e-44e7-b17e-068030d694f7,Turtle,Eagle,Reptilia,Bengal,MVS-CA,MVS-EA,Thu Sep 03 2020 02:04:15 GMT+0100 (British Summer Time),None,Unknown,04-09-2020},09:51},None,,,,,9,2,subadult,50kg,135cm,150cm,Fri Mar 06 2020 06:12:21 GMT+0000 (Greenwich Mean Time),None,None,56,Yes,None,None,None,,Sat Nov 09 2013 03:29:24 GMT+0000 (Greenwich Mean Time),
f6a03276-fa16-4ceb-ab91-1e9f1b733ae9,Eagle,Owl,Aves,Bengal,MVS-CA,MVS-EA,Thu Mar 12 2015 13:33:24 GMT+0000 (Greenwich Mean Time),None,Unknown,04-08-2012},04:31},None,,,,,9,5,subadult,89kg,151cm,57cm,Sat Jan 29 2011 03:43:04 GMT+0000 (Greenwich Mean Time),None,None,145,Yes,None,None,None,,Fri Apr 13 2012 12:59:07 GMT+0100 (British Summer Time),
211e3d01-ceee-4fdd-98a8-c0d424ac921b,Monkey,Monkey,Aves,Bengal,MVS-EA,MVS-EA,Wed Nov 28 2018 01:53:40 GMT+0000 (Greenwich Mean Time),None,Unknown,24-01-2010},18:04},None,,,,,5,11,adult,20kg,130cm,37cm,Mon Jan 20 2020 09:26:18 GMT+0000 (Greenwich Mean Time),None,None,111,Yes,None,None,None,,Sat Nov 10 2018 19:11:04 GMT+0000 (Greenwich Mean Time),
6b6ac091-bcf5-4027-8cf8-640674c46bef,Deer,Turtle,Aves,Hydrabad,MVS-EA,MVS-CA,Fri Feb 13 2015 12:55:39 GMT+0000 (Greenwich Mean Time),None,Unknown,08-05-2019},21:24},None,,,,,5,5,infant,117kg,264cm,72cm,Thu Feb 22 2018 23:26:24 GMT+0000 (Greenwich Mean Time),None,None,74,Yes,None,None,None,,Thu Sep 14 2017 02:04:45 GMT+0100 (British Summer Time),
ee426403-5892-4490-9546-8c5fac3ed7b6,Turtle,Tiger,Mamalia,Hydrabad,MVS-EA,MVS-EA,Sun Mar 20 2011 07:26:29 GMT+0000 (Greenwich Mean Time),None,Unknown,12-02-2015},15:30},None,,,,,9,3,infant,127kg,211cm,116cm,Thu Jan 25 2018 05:22:11 GMT+0000 (Greenwich Mean Time),None,None,87,Yes,None,None,None,,Wed Dec 11 2013 09:02:12 GMT+0000 (Greenwich Mean Time),
46dda61c-393d-400a-b20d-734184d392fa,Tiger,Deer,Mamalia,Chenai,MVS-CA,MVS-NB,Sat Sep 03 2016 13:48:39 GMT+0100 (British Summer Time),None,Unknown,07-07-2013},21:22},None,,,,,5,5,neonate,44kg,128cm,67cm,Tue Aug 11 2020 02:00:04 GMT+0100 (British Summer Time),None,None,115,Yes,None,None,None,,Tue May 13 2014 18:32:01 GMT+0100 (British Summer Time),
2ef666bd-8afe-474d-9903-bcea60fa6930,Owl,Turtle,Mamalia,Chenai,MVS-EA,MVS-CA,Wed Jun 20 2012 03:15:34 GMT+0100 (British Summer Time),None,Unknown,08-04-2015},01:57},None,,,,,15,8,infant,105kg,226cm,102cm,Tue Feb 15 2011 07:51:43 GMT+0000 (Greenwich Mean Time),None,None,64,Yes,None,None,None,,Sat Apr 28 2018 13:51:44 GMT+0100 (British Summer Time),
c0481034-7f5a-461f-95e2-49eebe100d16,Tiger,Monkey,Reptilia,Bombay,MVS-CA,MVS-EA,Mon Oct 26 2015 01:16:44 GMT+0000 (Greenwich Mean Time),None,Unknown,04-04-2018},14:07},None,,,,,13,7,adult,142kg,123cm,22cm,Sun Oct 19 2014 03:11:12 GMT+0100 (British Summer Time),None,None,67,Yes,None,None,None,,Sat Jun 13 2015 00:36:49 GMT+0100 (British Summer Time),
2a66944e-1853-4a95-8f80-23006cfeb150,Eagle,Turtle,Reptilia,Chenai,MVS-NB,MVS-CA,Fri Jun 05 2020 12:35:00 GMT+0100 (British Summer Time),None,Unknown,19-04-2021},20:20},None,,,,,13,4,infant,49kg,95cm,33cm,Fri Jan 12 2018 08:42:59 GMT+0000 (Greenwich Mean Time),None,None,93,Yes,None,None,None,,Thu Jul 18 2013 16:06:30 GMT+0100 (British Summer Time),
982f32ec-528b-48a2-8a9c-00a9c2e1402e,Turtle,Turtle,Reptilia,Hydrabad,MVS-EA,MVS-NB,Mon May 02 2011 16:30:51 GMT+0100 (British Summer Time),None,Unknown,28-12-2020},18:25},None,,,,,6,11,subadult,121kg,161cm,61cm,Fri May 21 2010 15:26:27 GMT+0100 (British Summer Time),None,None,61,Yes,None,None,None,,Fri Oct 21 2016 19:46:20 GMT+0100 (British Summer Time),
a2389a08-4ce2-4c20-bec6-95607af26568,Eagle,Monkey,Mamalia,Chenai,MVS-CA,MVS-EA,Sun Jul 22 2018 14:25:44 GMT+0100 (British Summer Time),None,Unknown,09-04-2021},13:33},None,,,,,9,4,infant,69kg,220cm,21cm,Tue Jul 14 2015 22:22:01 GMT+0100 (British Summer Time),None,None,61,Yes,None,None,None,,Thu Dec 06 2018 11:09:48 GMT+0000 (Greenwich Mean Time),
f10bfd6c-4959-4f3b-8fed-c0cc48936b23,Eagle,Monkey,Mamalia,Delhi,MVS-EA,MVS-EA,Sun Nov 15 2020 05:01:18 GMT+0000 (Greenwich Mean Time),None,Unknown,09-05-2011},20:58},None,,,,,13,4,adult,57kg,297cm,116cm,Sat Jul 06 2019 23:25:30 GMT+0100 (British Summer Time),None,None,139,Yes,None,None,None,,Tue Jan 07 2020 22:12:13 GMT+0000 (Greenwich Mean Time),
e68dba61-df69-47a2-b3bf-c7c25ddf22c5,Deer,Turtle,Mamalia,Delhi,MVS-NB,MVS-CA,Fri Sep 23 2016 15:41:55 GMT+0100 (British Summer Time),None,Unknown,10-12-2016},21:01},None,,,,,10,4,infant,81kg,210cm,48cm,Mon Nov 05 2018 18:48:58 GMT+0000 (Greenwich Mean Time),None,None,101,Yes,None,None,None,,Thu Apr 16 2020 22:13:40 GMT+0100 (British Summer Time),
5f3bdd6e-30d6-47e2-8211-e88b4556e6ab,Eagle,Tiger,Mamalia,Bengal,MVS-EA,MVS-NB,Sun Aug 28 2016 08:11:50 GMT+0100 (British Summer Time),None,Unknown,04-09-2017},17:43},None,,,,,10,6,adult,132kg,156cm,54cm,Fri Apr 23 2021 11:25:00 GMT+0100 (British Summer Time),None,None,141,Yes,None,None,None,,Mon Oct 04 2010 14:53:39 GMT+0100 (British Summer Time),
f6a1ce2a-42cc-4c9d-9671-9e6941e9207b,Elephant,Tiger,Aves,Pune,MVS-CA,MVS-CA,Wed Sep 02 2020 10:31:58 GMT+0100 (British Summer Time),None,Unknown,21-09-2020},22:27},None,,,,,2,8,subadult,117kg,150cm,126cm,Sun Sep 04 2011 06:18:36 GMT+0100 (British Summer Time),None,None,114,Yes,None,None,None,,Wed Jan 14 2015 18:22:05 GMT+0000 (Greenwich Mean Time),
